LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
ZAF,CPI,TOT,AGRWTH,M,6.1,4.550626
ZAF,CPI,TOT,AGRWTH,M,7.1,4.62754
ZAF,CPI,TOT,AGRWTH,M,8.1,4.504505
ZAF,CPI,TOT,AGRWTH,M,9.1,4.504505
ZAF,CPI,TOT,AGRWTH,M,10.1,4.494382
ZAF,CPI,TOT,AGRWTH,M,11.1,4.719101
ZAF,CPI,TOT,AGRWTH,M,12.1,5.18018
ZAF,CPI,TOT,AGRWTH,M,1.1,6.200676
ZAF,CPI,TOT,AGRWTH,M,2.1,6.942889
ZAF,CPI,TOT,AGRWTH,M,3.1,6.526549
ZAF,CPI,TOT,AGRWTH,M,4.1,6.462213
ZAF,CPI,TOT,AGRWTH,M,5.1,6.564551
ZAF,CPI,TOT,AGRWTH,M,6.1,6.528836
ZAF,CPI,TOT,AGRWTH,M,7.1,6.472492
ZAF,CPI,TOT,AGRWTH,M,8.1,6.25
ZAF,CPI,TOT,AGRWTH,M,9.1,6.465517
ZAF,CPI,TOT,AGRWTH,M,10.1,6.774194
ZAF,CPI,TOT,AGRWTH,M,11.1,6.866953
ZAF,CPI,TOT,AGRWTH,M,12.1,7.066381
ZAF,CPI,TOT,AGRWTH,M,1.1,6.794055
ZAF,CPI,TOT,AGRWTH,M,2.1,6.492146
ZAF,CPI,TOT,AGRWTH,M,3.1,6.126688
ZAF,CPI,TOT,AGRWTH,M,4.1,5.246913
ZAF,CPI,TOT,AGRWTH,M,5.1,5.338809
ZAF,CPI,TOT,AGRWTH,M,6.1,5.005107
ZAF,CPI,TOT,AGRWTH,M,7.1,4.356636
ZAF,CPI,TOT,AGRWTH,M,8.1,4.563895
ZAF,CPI,TOT,AGRWTH,M,9.1,4.8583
ZAF,CPI,TOT,AGRWTH,M,10.1,4.632427
ZAF,CPI,TOT,AGRWTH,M,11.1,4.417671
ZAF,CPI,TOT,AGRWTH,M,12.1,4.5
ZAF,CPI,TOT,AGRWTH,M,1.1,4.274354
ZAF,CPI,TOT,AGRWTH,M,2.1,3.834808
ZAF,CPI,TOT,AGRWTH,M,3.1,3.718199
ZAF,CPI,TOT,AGRWTH,M,4.1,4.301075
ZAF,CPI,TOT,AGRWTH,M,5.1,4.288499
ZAF,CPI,TOT,AGRWTH,M,6.1,4.377432
ZAF,CPI,TOT,AGRWTH,M,7.1,5.048543
ZAF,CPI,TOT,AGRWTH,M,8.1,4.84966
ZAF,CPI,TOT,AGRWTH,M,9.1,4.826255
ZAF,CPI,TOT,AGRWTH,M,10.1,5.004812
ZAF,CPI,TOT,AGRWTH,M,11.1,5.096154
ZAF,CPI,TOT,AGRWTH,M,12.1,4.401914
ZAF,CPI,TOT,AGRWTH,M,1.1,3.908484
ZAF,CPI,TOT,AGRWTH,M,2.1,4.07197
ZAF,CPI,TOT,AGRWTH,M,3.1,4.528302
ZAF,CPI,TOT,AGRWTH,M,4.1,4.404873
ZAF,CPI,TOT,AGRWTH,M,5.1,4.392523
ZAF,CPI,TOT,AGRWTH,M,6.1,4.473439
ZAF,CPI,TOT,AGRWTH,M,7.1,3.974122
ZAF,CPI,TOT,AGRWTH,M,8.1,4.347826
ZAF,CPI,TOT,AGRWTH,M,9.1,4.143646
ZAF,CPI,TOT,AGRWTH,M,10.1,3.666361
ZAF,CPI,TOT,AGRWTH,M,11.1,3.568161
ZAF,CPI,TOT,AGRWTH,M,12.1,4.032997
ZAF,CPI,TOT,AGRWTH,M,1.1,4.40367
ZAF,CPI,TOT,AGRWTH,M,2.1,4.549591
ZAF,CPI,TOT,AGRWTH,M,3.1,4.061372
OECD,CPI,TOT,AGRWTH,M,1.1,2.041604
OECD,CPI,TOT,AGRWTH,M,2.1,2.263327
OECD,CPI,TOT,AGRWTH,M,3.1,2.555609
OECD,CPI,TOT,AGRWTH,M,4.1,2.787722
OECD,CPI,TOT,AGRWTH,M,5.1,3.034374
OECD,CPI,TOT,AGRWTH,M,6.1,2.996161
OECD,CPI,TOT,AGRWTH,M,7.1,3.072087
OECD,CPI,TOT,AGRWTH,M,8.1,3.157224
OECD,CPI,TOT,AGRWTH,M,9.1,3.210441
OECD,CPI,TOT,AGRWTH,M,10.1,3.076055
OECD,CPI,TOT,AGRWTH,M,11.1,3.075682
OECD,CPI,TOT,AGRWTH,M,12.1,2.846802
OECD,CPI,TOT,AGRWTH,M,1.1,2.789105
OECD,CPI,TOT,AGRWTH,M,2.1,2.786742
OECD,CPI,TOT,AGRWTH,M,3.1,2.642481
OECD,CPI,TOT,AGRWTH,M,4.1,2.449203
OECD,CPI,TOT,AGRWTH,M,5.1,2.059762
OECD,CPI,TOT,AGRWTH,M,6.1,1.99726
OECD,CPI,TOT,AGRWTH,M,7.1,1.880586
OECD,CPI,TOT,AGRWTH,M,8.1,2.055793
OECD,CPI,TOT,AGRWTH,M,9.1,2.209713
OECD,CPI,TOT,AGRWTH,M,10.1,2.231645
OECD,CPI,TOT,AGRWTH,M,11.1,1.932971
OECD,CPI,TOT,AGRWTH,M,12.1,1.85765
OECD,CPI,TOT,AGRWTH,M,1.1,1.721632
OECD,CPI,TOT,AGRWTH,M,2.1,1.80906
OECD,CPI,TOT,AGRWTH,M,3.1,1.570642
OECD,CPI,TOT,AGRWTH,M,4.1,1.260211
OECD,CPI,TOT,AGRWTH,M,5.1,1.488286
OECD,CPI,TOT,AGRWTH,M,6.1,1.801298
OECD,CPI,TOT,AGRWTH,M,7.1,1.958965
OECD,CPI,TOT,AGRWTH,M,8.1,1.694858
OECD,CPI,TOT,AGRWTH,M,9.1,1.489734
OECD,CPI,TOT,AGRWTH,M,10.1,1.298079
OECD,CPI,TOT,AGRWTH,M,11.1,1.469945
OECD,CPI,TOT,AGRWTH,M,12.1,1.641289
OECD,CPI,TOT,AGRWTH,M,1.1,1.651744
OECD,CPI,TOT,AGRWTH,M,2.1,1.452009
OECD,CPI,TOT,AGRWTH,M,3.1,1.586128
OECD,CPI,TOT,AGRWTH,M,4.1,2.034674
OECD,CPI,TOT,AGRWTH,M,5.1,2.09549
OECD,CPI,TOT,AGRWTH,M,6.1,2.071909
OECD,CPI,TOT,AGRWTH,M,7.1,1.974816
OECD,CPI,TOT,AGRWTH,M,8.1,1.824301
OECD,CPI,TOT,AGRWTH,M,9.1,1.758985
OECD,CPI,TOT,AGRWTH,M,10.1,1.757885
OECD,CPI,TOT,AGRWTH,M,11.1,1.527018
OECD,CPI,TOT,AGRWTH,M,12.1,1.12527
OECD,CPI,TOT,AGRWTH,M,1.1,0.5899299
OECD,CPI,TOT,AGRWTH,M,2.1,0.6524977
OECD,CPI,TOT,AGRWTH,M,3.1,0.6868131
OECD,CPI,TOT,AGRWTH,M,4.1,0.5547725
OECD,CPI,TOT,AGRWTH,M,5.1,0.682492
OECD,CPI,TOT,AGRWTH,M,6.1,0.7050751
OECD,CPI,TOT,AGRWTH,M,7.1,0.6868132
OECD,CPI,TOT,AGRWTH,M,8.1,0.6857731
OECD,CPI,TOT,AGRWTH,M,9.1,0.5395566
OECD,CPI,TOT,AGRWTH,M,10.1,0.6821937
OECD,CPI,TOT,AGRWTH,M,11.1,0.8209946
OECD,CPI,TOT,AGRWTH,M,12.1,0.9599214
OECD,CPI,TOT,AGRWTH,M,1.1,1.292474
OECD,CPI,TOT,AGRWTH,M,2.1,1.067044
OECD,CPI,TOT,AGRWTH,M,3.1,0.9467313
OECD,CPI,TOT,AGRWTH,M,4.1,0.955219
OECD,CPI,TOT,AGRWTH,M,5.1,0.9361813
OECD,CPI,TOT,AGRWTH,M,6.1,1.01383
OECD,CPI,TOT,AGRWTH,M,7.1,0.9907928
OECD,CPI,TOT,AGRWTH,M,8.1,1.063724
OECD,CPI,TOT,AGRWTH,M,9.1,1.290949
OECD,CPI,TOT,AGRWTH,M,10.1,1.46606
OECD,CPI,TOT,AGRWTH,M,11.1,1.545883
OECD,CPI,TOT,AGRWTH,M,12.1,1.880857
OECD,CPI,TOT,AGRWTH,M,1.1,2.36177
OECD,CPI,TOT,AGRWTH,M,2.1,2.544659
OECD,CPI,TOT,AGRWTH,M,3.1,2.359272
OECD,CPI,TOT,AGRWTH,M,4.1,2.396865
OECD,CPI,TOT,AGRWTH,M,5.1,2.159995
OECD,CPI,TOT,AGRWTH,M,6.1,1.962908
OECD,CPI,TOT,AGRWTH,M,7.1,2.015558
OECD,CPI,TOT,AGRWTH,M,8.1,2.220562
OECD,CPI,TOT,AGRWTH,M,9.1,2.369386
OECD,CPI,TOT,AGRWTH,M,10.1,2.222641
OECD,CPI,TOT,AGRWTH,M,11.1,2.40992
OECD,CPI,TOT,AGRWTH,M,12.1,2.350378
OECD,CPI,TOT,AGRWTH,M,1.1,2.191501
OECD,CPI,TOT,AGRWTH,M,2.1,2.216113
OECD,CPI,TOT,AGRWTH,M,3.1,2.280783
OECD,CPI,TOT,AGRWTH,M,4.1,2.269839
OECD,CPI,TOT,AGRWTH,M,5.1,2.601646
OECD,CPI,TOT,AGRWTH,M,6.1,2.786527
OECD,CPI,TOT,AGRWTH,M,7.1,2.884355
OECD,CPI,TOT,AGRWTH,M,8.1,2.892201
OECD,CPI,TOT,AGRWTH,M,9.1,2.914585
OECD,CPI,TOT,AGRWTH,M,10.1,3.102612
OECD,CPI,TOT,AGRWTH,M,11.1,2.699575
OECD,CPI,TOT,AGRWTH,M,12.1,2.385825
OECD,CPI,TOT,AGRWTH,M,1.1,2.108558
OECD,CPI,TOT,AGRWTH,M,2.1,2.08968
OECD,CPI,TOT,AGRWTH,M,3.1,2.279865
OECD,CPI,TOT,AGRWTH,M,4.1,2.482456
OECD,CPI,TOT,AGRWTH,M,5.1,2.269849
OECD,CPI,TOT,AGRWTH,M,6.1,2.087609
OECD,CPI,TOT,AGRWTH,M,7.1,2.154302
OECD,CPI,TOT,AGRWTH,M,8.1,1.958838
OECD,CPI,TOT,AGRWTH,M,9.1,1.67796
OECD,CPI,TOT,AGRWTH,M,10.1,1.650766
OECD,CPI,TOT,AGRWTH,M,11.1,1.89809
OECD,CPI,TOT,AGRWTH,M,12.1,2.16891
OECD,CPI,TOT,AGRWTH,M,1.1,2.379074
OECD,CPI,TOT,AGRWTH,M,2.1,2.271163
OECD,CPI,TOT,AGRWTH,M,3.1,1.737392
OECDE,CPI,TOT,AGRWTH,M,1.1,2.657506
OECDE,CPI,TOT,AGRWTH,M,2.1,2.744289
OECDE,CPI,TOT,AGRWTH,M,3.1,2.860603
OECDE,CPI,TOT,AGRWTH,M,4.1,2.930645
OECDE,CPI,TOT,AGRWTH,M,5.1,3.126304
OECDE,CPI,TOT,AGRWTH,M,6.1,3.015887
OECDE,CPI,TOT,AGRWTH,M,7.1,3.013743
OECDE,CPI,TOT,AGRWTH,M,8.1,3.062494
OECDE,CPI,TOT,AGRWTH,M,9.1,3.239399
OECDE,CPI,TOT,AGRWTH,M,10.1,3.357416
OECDE,CPI,TOT,AGRWTH,M,11.1,3.496099
OECDE,CPI,TOT,AGRWTH,M,12.1,3.27729
OECDE,CPI,TOT,AGRWTH,M,1.1,3.190654
OECDE,CPI,TOT,AGRWTH,M,2.1,3.219915
OECDE,CPI,TOT,AGRWTH,M,3.1,3.128007
OECDE,CPI,TOT,AGRWTH,M,4.1,3.068483
OECDE,CPI,TOT,AGRWTH,M,5.1,2.738154
OECDE,CPI,TOT,AGRWTH,M,6.1,2.696522
OECDE,CPI,TOT,AGRWTH,M,7.1,2.760458
OECDE,CPI,TOT,AGRWTH,M,8.1,2.89698
OECDE,CPI,TOT,AGRWTH,M,9.1,2.879324
OECDE,CPI,TOT,AGRWTH,M,10.1,2.785154
OECDE,CPI,TOT,AGRWTH,M,11.1,2.454416
OECDE,CPI,TOT,AGRWTH,M,12.1,2.398829
OECDE,CPI,TOT,AGRWTH,M,1.1,2.248095
OECDE,CPI,TOT,AGRWTH,M,2.1,2.103633
OECDE,CPI,TOT,AGRWTH,M,3.1,2.001735
OECDE,CPI,TOT,AGRWTH,M,4.1,1.584471
OECDE,CPI,TOT,AGRWTH,M,5.1,1.769767
OECDE,CPI,TOT,AGRWTH,M,6.1,2.051525
OECDE,CPI,TOT,AGRWTH,M,7.1,2.140083
OECDE,CPI,TOT,AGRWTH,M,8.1,1.910797
OECDE,CPI,TOT,AGRWTH,M,9.1,1.713356
OECDE,CPI,TOT,AGRWTH,M,10.1,1.437521
OECDE,CPI,TOT,AGRWTH,M,11.1,1.419353
OECDE,CPI,TOT,AGRWTH,M,12.1,1.500466
OECDE,CPI,TOT,AGRWTH,M,1.1,1.44962
OECDE,CPI,TOT,AGRWTH,M,2.1,1.393427
OECDE,CPI,TOT,AGRWTH,M,3.1,1.296819
OECDE,CPI,TOT,AGRWTH,M,4.1,1.521661
OECDE,CPI,TOT,AGRWTH,M,5.1,1.371776
OECDE,CPI,TOT,AGRWTH,M,6.1,1.387357
OECDE,CPI,TOT,AGRWTH,M,7.1,1.265595
OECDE,CPI,TOT,AGRWTH,M,8.1,1.227764
OECDE,CPI,TOT,AGRWTH,M,9.1,1.114358
OECDE,CPI,TOT,AGRWTH,M,10.1,1.172472
OECDE,CPI,TOT,AGRWTH,M,11.1,1.090319
OECDE,CPI,TOT,AGRWTH,M,12.1,0.6781599
OECDE,CPI,TOT,AGRWTH,M,1.1,0.2681236
OECDE,CPI,TOT,AGRWTH,M,2.1,0.4311575
OECDE,CPI,TOT,AGRWTH,M,3.1,0.5592073
OECDE,CPI,TOT,AGRWTH,M,4.1,0.7693568
OECDE,CPI,TOT,AGRWTH,M,5.1,1.015776
OECDE,CPI,TOT,AGRWTH,M,6.1,0.884074
OECDE,CPI,TOT,AGRWTH,M,7.1,0.8229425
OECDE,CPI,TOT,AGRWTH,M,8.1,0.7968478
OECDE,CPI,TOT,AGRWTH,M,9.1,0.7301697
OECDE,CPI,TOT,AGRWTH,M,10.1,0.8122612
OECDE,CPI,TOT,AGRWTH,M,11.1,0.7933753
OECDE,CPI,TOT,AGRWTH,M,12.1,0.9326597
OECDE,CPI,TOT,AGRWTH,M,1.1,1.115212
OECDE,CPI,TOT,AGRWTH,M,2.1,0.7826056
OECDE,CPI,TOT,AGRWTH,M,3.1,0.7399017
OECDE,CPI,TOT,AGRWTH,M,4.1,0.5292567
OECDE,CPI,TOT,AGRWTH,M,5.1,0.6289699
OECDE,CPI,TOT,AGRWTH,M,6.1,0.8339022
OECDE,CPI,TOT,AGRWTH,M,7.1,1.015072
OECDE,CPI,TOT,AGRWTH,M,8.1,0.9963608
OECDE,CPI,TOT,AGRWTH,M,9.1,1.100728
OECDE,CPI,TOT,AGRWTH,M,10.1,1.202239
OECDE,CPI,TOT,AGRWTH,M,11.1,1.294906
OECDE,CPI,TOT,AGRWTH,M,12.1,1.845288
OECDE,CPI,TOT,AGRWTH,M,1.1,2.328768
OECDE,CPI,TOT,AGRWTH,M,2.1,2.644667
OECDE,CPI,TOT,AGRWTH,M,3.1,2.50104
OECDE,CPI,TOT,AGRWTH,M,4.1,2.745263
OECDE,CPI,TOT,AGRWTH,M,5.1,2.448415
OECDE,CPI,TOT,AGRWTH,M,6.1,2.259883
OECDE,CPI,TOT,AGRWTH,M,7.1,2.223553
OECDE,CPI,TOT,AGRWTH,M,8.1,2.43121
OECDE,CPI,TOT,AGRWTH,M,9.1,2.551468
OECDE,CPI,TOT,AGRWTH,M,10.1,2.490232
OECDE,CPI,TOT,AGRWTH,M,11.1,2.706519
OECDE,CPI,TOT,AGRWTH,M,12.1,2.466192
OECDE,CPI,TOT,AGRWTH,M,1.1,2.261994
OECDE,CPI,TOT,AGRWTH,M,2.1,2.090852
OECDE,CPI,TOT,AGRWTH,M,3.1,2.231392
OECDE,CPI,TOT,AGRWTH,M,4.1,2.218332
OECDE,CPI,TOT,AGRWTH,M,5.1,2.752045
OECDE,CPI,TOT,AGRWTH,M,6.1,3.097224
OECDE,CPI,TOT,AGRWTH,M,7.1,3.208366
OECDE,CPI,TOT,AGRWTH,M,8.1,3.403114
OECDE,CPI,TOT,AGRWTH,M,9.1,3.926705
OECDE,CPI,TOT,AGRWTH,M,10.1,4.132713
OECDE,CPI,TOT,AGRWTH,M,11.1,3.614263
OECDE,CPI,TOT,AGRWTH,M,12.1,3.213109
OECDE,CPI,TOT,AGRWTH,M,1.1,3.037612
OECDE,CPI,TOT,AGRWTH,M,2.1,3.091571
OECDE,CPI,TOT,AGRWTH,M,3.1,3.113966
OECDE,CPI,TOT,AGRWTH,M,4.1,3.344259
OECDE,CPI,TOT,AGRWTH,M,5.1,2.976982
OECDE,CPI,TOT,AGRWTH,M,6.1,2.728916
OECDE,CPI,TOT,AGRWTH,M,7.1,2.769453
OECDE,CPI,TOT,AGRWTH,M,8.1,2.518812
OECDE,CPI,TOT,AGRWTH,M,9.1,1.859632
OECDE,CPI,TOT,AGRWTH,M,10.1,1.672498
OECDE,CPI,TOT,AGRWTH,M,11.1,1.93614
OECDE,CPI,TOT,AGRWTH,M,12.1,2.318938
OECDE,CPI,TOT,AGRWTH,M,1.1,2.552252
OECDE,CPI,TOT,AGRWTH,M,2.1,2.456798
OECDE,CPI,TOT,AGRWTH,M,3.1,2.063696
G-7,CPI,TOT,AGRWTH,M,1.1,1.556336
G-7,CPI,TOT,AGRWTH,M,2.1,1.85768
G-7,CPI,TOT,AGRWTH,M,3.1,2.241687
G-7,CPI,TOT,AGRWTH,M,4.1,2.536722
G-7,CPI,TOT,AGRWTH,M,5.1,2.779778
G-7,CPI,TOT,AGRWTH,M,6.1,2.777601
G-7,CPI,TOT,AGRWTH,M,7.1,2.870021
G-7,CPI,TOT,AGRWTH,M,8.1,2.983588
G-7,CPI,TOT,AGRWTH,M,9.1,3.100315
G-7,CPI,TOT,AGRWTH,M,10.1,2.882413
G-7,CPI,TOT,AGRWTH,M,11.1,2.775684
G-7,CPI,TOT,AGRWTH,M,12.1,2.47785
G-7,CPI,TOT,AGRWTH,M,1.1,2.468018
G-7,CPI,TOT,AGRWTH,M,2.1,2.480574
G-7,CPI,TOT,AGRWTH,M,3.1,2.357262
G-7,CPI,TOT,AGRWTH,M,4.1,2.106265
G-7,CPI,TOT,AGRWTH,M,5.1,1.693729
G-7,CPI,TOT,AGRWTH,M,6.1,1.582985
G-7,CPI,TOT,AGRWTH,M,7.1,1.406447
G-7,CPI,TOT,AGRWTH,M,8.1,1.614783
G-7,CPI,TOT,AGRWTH,M,9.1,1.744269
G-7,CPI,TOT,AGRWTH,M,10.1,1.812841
G-7,CPI,TOT,AGRWTH,M,11.1,1.578315
G-7,CPI,TOT,AGRWTH,M,12.1,1.542301
G-7,CPI,TOT,AGRWTH,M,1.1,1.386393
G-7,CPI,TOT,AGRWTH,M,2.1,1.53549
G-7,CPI,TOT,AGRWTH,M,3.1,1.198637
G-7,CPI,TOT,AGRWTH,M,4.1,0.8817651
G-7,CPI,TOT,AGRWTH,M,5.1,1.16723
G-7,CPI,TOT,AGRWTH,M,6.1,1.511499
G-7,CPI,TOT,AGRWTH,M,7.1,1.706763
G-7,CPI,TOT,AGRWTH,M,8.1,1.417852
G-7,CPI,TOT,AGRWTH,M,9.1,1.23747
G-7,CPI,TOT,AGRWTH,M,10.1,1.041817
G-7,CPI,TOT,AGRWTH,M,11.1,1.250013
G-7,CPI,TOT,AGRWTH,M,12.1,1.43624
G-7,CPI,TOT,AGRWTH,M,1.1,1.419833
G-7,CPI,TOT,AGRWTH,M,2.1,1.172421
G-7,CPI,TOT,AGRWTH,M,3.1,1.362583
G-7,CPI,TOT,AGRWTH,M,4.1,1.910556
G-7,CPI,TOT,AGRWTH,M,5.1,1.99072
G-7,CPI,TOT,AGRWTH,M,6.1,1.97011
G-7,CPI,TOT,AGRWTH,M,7.1,1.858866
G-7,CPI,TOT,AGRWTH,M,8.1,1.65125
G-7,CPI,TOT,AGRWTH,M,9.1,1.596943
G-7,CPI,TOT,AGRWTH,M,10.1,1.578585
G-7,CPI,TOT,AGRWTH,M,11.1,1.27442
G-7,CPI,TOT,AGRWTH,M,12.1,0.8564496
G-7,CPI,TOT,AGRWTH,M,1.1,0.2699817
G-7,CPI,TOT,AGRWTH,M,2.1,0.3324159
G-7,CPI,TOT,AGRWTH,M,3.1,0.3386406
G-7,CPI,TOT,AGRWTH,M,4.1,0.1172123
G-7,CPI,TOT,AGRWTH,M,5.1,0.2472423
G-7,CPI,TOT,AGRWTH,M,6.1,0.2977384
G-7,CPI,TOT,AGRWTH,M,7.1,0.3007216
G-7,CPI,TOT,AGRWTH,M,8.1,0.3045729
G-7,CPI,TOT,AGRWTH,M,9.1,0.1072823
G-7,CPI,TOT,AGRWTH,M,10.1,0.2796409
G-7,CPI,TOT,AGRWTH,M,11.1,0.4277842
G-7,CPI,TOT,AGRWTH,M,12.1,0.5474173
G-7,CPI,TOT,AGRWTH,M,1.1,0.9529844
G-7,CPI,TOT,AGRWTH,M,2.1,0.6673574
G-7,CPI,TOT,AGRWTH,M,3.1,0.5874147
G-7,CPI,TOT,AGRWTH,M,4.1,0.6560228
G-7,CPI,TOT,AGRWTH,M,5.1,0.6284683
G-7,CPI,TOT,AGRWTH,M,6.1,0.662674
G-7,CPI,TOT,AGRWTH,M,7.1,0.5690129
G-7,CPI,TOT,AGRWTH,M,8.1,0.6855145
G-7,CPI,TOT,AGRWTH,M,9.1,0.9841063
G-7,CPI,TOT,AGRWTH,M,10.1,1.173955
G-7,CPI,TOT,AGRWTH,M,11.1,1.272181
G-7,CPI,TOT,AGRWTH,M,12.1,1.580524
G-7,CPI,TOT,AGRWTH,M,1.1,1.961465
G-7,CPI,TOT,AGRWTH,M,2.1,2.138716
G-7,CPI,TOT,AGRWTH,M,3.1,1.860856
G-7,CPI,TOT,AGRWTH,M,4.1,1.862946
G-7,CPI,TOT,AGRWTH,M,5.1,1.579666
G-7,CPI,TOT,AGRWTH,M,6.1,1.406756
G-7,CPI,TOT,AGRWTH,M,7.1,1.496097
G-7,CPI,TOT,AGRWTH,M,8.1,1.68513
G-7,CPI,TOT,AGRWTH,M,9.1,1.875622
G-7,CPI,TOT,AGRWTH,M,10.1,1.660581
G-7,CPI,TOT,AGRWTH,M,11.1,1.848605
G-7,CPI,TOT,AGRWTH,M,12.1,1.837021
G-7,CPI,TOT,AGRWTH,M,1.1,1.835506
G-7,CPI,TOT,AGRWTH,M,2.1,1.882754
G-7,CPI,TOT,AGRWTH,M,3.1,1.995754
G-7,CPI,TOT,AGRWTH,M,4.1,1.955306
G-7,CPI,TOT,AGRWTH,M,5.1,2.276224
G-7,CPI,TOT,AGRWTH,M,6.1,2.33671
G-7,CPI,TOT,AGRWTH,M,7.1,2.452594
G-7,CPI,TOT,AGRWTH,M,8.1,2.358812
G-7,CPI,TOT,AGRWTH,M,9.1,2.064205
G-7,CPI,TOT,AGRWTH,M,10.1,2.281197
G-7,CPI,TOT,AGRWTH,M,11.1,1.944657
G-7,CPI,TOT,AGRWTH,M,12.1,1.639838
G-7,CPI,TOT,AGRWTH,M,1.1,1.343055
G-7,CPI,TOT,AGRWTH,M,2.1,1.348582
G-7,CPI,TOT,AGRWTH,M,3.1,1.560918
G-7,CPI,TOT,AGRWTH,M,4.1,1.785874
G-7,CPI,TOT,AGRWTH,M,5.1,1.575874
G-7,CPI,TOT,AGRWTH,M,6.1,1.495618
G-7,CPI,TOT,AGRWTH,M,7.1,1.568494
G-7,CPI,TOT,AGRWTH,M,8.1,1.435994
G-7,CPI,TOT,AGRWTH,M,9.1,1.381179
G-7,CPI,TOT,AGRWTH,M,10.1,1.374046
G-7,CPI,TOT,AGRWTH,M,11.1,1.590569
G-7,CPI,TOT,AGRWTH,M,12.1,1.829913
G-7,CPI,TOT,AGRWTH,M,1.1,1.994249
G-7,CPI,TOT,AGRWTH,M,2.1,1.854081
G-7,CPI,TOT,AGRWTH,M,3.1,1.24106
COL,CPI,TOT,AGRWTH,M,1.1,3.404018
COL,CPI,TOT,AGRWTH,M,2.1,3.168235
COL,CPI,TOT,AGRWTH,M,3.1,3.187966
COL,CPI,TOT,AGRWTH,M,4.1,2.843797
COL,CPI,TOT,AGRWTH,M,5.1,3.019075
COL,CPI,TOT,AGRWTH,M,6.1,3.235093
COL,CPI,TOT,AGRWTH,M,7.1,3.428415
COL,CPI,TOT,AGRWTH,M,8.1,3.273973
COL,CPI,TOT,AGRWTH,M,9.1,3.744856
COL,CPI,TOT,AGRWTH,M,10.1,4.022515
COL,CPI,TOT,AGRWTH,M,11.1,3.959989
COL,CPI,TOT,AGRWTH,M,12.1,3.716308
COL,CPI,TOT,AGRWTH,M,1.1,3.5483
COL,CPI,TOT,AGRWTH,M,2.1,3.553708
COL,CPI,TOT,AGRWTH,M,3.1,3.397084
COL,CPI,TOT,AGRWTH,M,4.1,3.419717
COL,CPI,TOT,AGRWTH,M,5.1,3.436792
COL,CPI,TOT,AGRWTH,M,6.1,3.200106
COL,CPI,TOT,AGRWTH,M,7.1,3.023071
COL,CPI,TOT,AGRWTH,M,8.1,3.10386
COL,CPI,TOT,AGRWTH,M,9.1,3.080788
COL,CPI,TOT,AGRWTH,M,10.1,3.0487
COL,CPI,TOT,AGRWTH,M,11.1,2.781073
COL,CPI,TOT,AGRWTH,M,12.1,2.441265
COL,CPI,TOT,AGRWTH,M,1.1,1.993485
COL,CPI,TOT,AGRWTH,M,2.1,1.825952
COL,CPI,TOT,AGRWTH,M,3.1,1.914371
COL,CPI,TOT,AGRWTH,M,4.1,2.014983
COL,CPI,TOT,AGRWTH,M,5.1,2.009015
COL,CPI,TOT,AGRWTH,M,6.1,2.161606
COL,CPI,TOT,AGRWTH,M,7.1,2.226512
COL,CPI,TOT,AGRWTH,M,8.1,2.264248
COL,CPI,TOT,AGRWTH,M,9.1,2.270395
COL,CPI,TOT,AGRWTH,M,10.1,1.844262
COL,CPI,TOT,AGRWTH,M,11.1,1.756861
COL,CPI,TOT,AGRWTH,M,12.1,1.934657
COL,CPI,TOT,AGRWTH,M,1.1,2.133367
COL,CPI,TOT,AGRWTH,M,2.1,2.314638
COL,CPI,TOT,AGRWTH,M,3.1,2.500317
COL,CPI,TOT,AGRWTH,M,4.1,2.722208
COL,CPI,TOT,AGRWTH,M,5.1,2.928923
COL,CPI,TOT,AGRWTH,M,6.1,2.770781
COL,CPI,TOT,AGRWTH,M,7.1,2.895631
COL,CPI,TOT,AGRWTH,M,8.1,3.019248
COL,CPI,TOT,AGRWTH,M,9.1,2.859651
COL,CPI,TOT,AGRWTH,M,10.1,3.294769
COL,CPI,TOT,AGRWTH,M,11.1,3.654694
COL,CPI,TOT,AGRWTH,M,12.1,3.657617
COL,CPI,TOT,AGRWTH,M,1.1,3.814884
COL,CPI,TOT,AGRWTH,M,2.1,4.350528
COL,CPI,TOT,AGRWTH,M,3.1,4.556711
COL,CPI,TOT,AGRWTH,M,4.1,4.646863
COL,CPI,TOT,AGRWTH,M,5.1,4.403287
COL,CPI,TOT,AGRWTH,M,6.1,4.42402
COL,CPI,TOT,AGRWTH,M,7.1,4.453689
COL,CPI,TOT,AGRWTH,M,8.1,4.750275
COL,CPI,TOT,AGRWTH,M,9.1,5.353006
COL,CPI,TOT,AGRWTH,M,10.1,5.892379
COL,CPI,TOT,AGRWTH,M,11.1,6.395137
COL,CPI,TOT,AGRWTH,M,12.1,6.766097
COL,CPI,TOT,AGRWTH,M,1.1,7.457831
COL,CPI,TOT,AGRWTH,M,2.1,7.599762
COL,CPI,TOT,AGRWTH,M,3.1,7.981999
COL,CPI,TOT,AGRWTH,M,4.1,7.926973
COL,CPI,TOT,AGRWTH,M,5.1,8.200188
COL,CPI,TOT,AGRWTH,M,6.1,8.602277
COL,CPI,TOT,AGRWTH,M,7.1,8.960994
COL,CPI,TOT,AGRWTH,M,8.1,8.102121
COL,CPI,TOT,AGRWTH,M,9.1,7.268518
